comment,label
rất thất vọng chất lượng quá tệ rất thất vọng dịch vụ bảo hành kém tủ lạnh hỏng sau vài ngày hỏng sau vài ngày làm mát yếu công suất yếu rò rỉ nước làm lạnh chậm không đáng tiền làm lạnh chậm ồn ào khó chịu có mùi khó chịu công suất yếu tủ lạnh quạt quay kêu to vật liệu rẻ tiền gây tiếng ồn lớn không hoạt động ổn định thiết kế quá xấu gây tiếng ồn lớn,1
quạt mát rất thất vọng dịch vụ bảo hành kém vật liệu rẻ tiền đóng tuyết nhanh tiêu thụ điện năng cao có mùi khó chịu quá nóng khi sử dụng đóng tuyết nhanh công suất yếu có mùi khó chịu ồn ào khó chịu quạt mát dịch vụ bảo hành kém gây tiếng ồn lớn quá nóng khi sử dụng chất lượng quá tệ tiêu thụ điện năng cao ồn ào khó chịu hỏng sau vài ngày rò rỉ nước làm mát yếu,1
chân quạt rất chắc chắn không gây ồn,1
qua t chạy tô t di chưa vu nhanh go n,0
chất lượng quá tệ thiết kế quá xấu gây tiếng ồn lớn có mùi khó chịu tiêu thụ điện năng cao quạt quay kêu to quá nóng khi sử dụng đóng tuyết nhanh máy lọc nước tiêu thụ điện năng cao không đáng tiền dịch vụ bảo hành kém quá nóng khi sử dụng không hoạt động ổn định quạt quay kêu to thiết kế quá xấu dịch vụ bảo hành kém hỏng sau vài ngày không hoạt động ổn định,1
tôi có được tích điểm không,0
quạt rất êm mát nhân viên thân thiện,0
công suất yếu làm mát yếu vật liệu rẻ tiền không đáng tiền đóng tuyết nhanh máy lọc nước dịch vụ bảo hành kém quạt quay kêu to vật liệu rẻ tiền thiết kế quá xấu dịch vụ bảo hành kém dịch vụ bảo hành kém không làm việc đúng rất thất vọng máy lọc nước không làm việc đúng tiêu thụ điện năng cao đóng tuyết nhanh không làm việc đúng rò rỉ nước quá nóng khi sử dụng quá nóng khi sử dụng chất lượng quá tệ không hoạt động ổn định rò rỉ nước máy lọc nước làm lạnh chậm gây tiếng ồn lớn,1
hiện tại máy sử dụng rất tốt,0
làm mát yếu công suất yếu gây tiếng ồn lớn không làm việc đúng làm mát yếu quạt quay kêu to gây tiếng ồn lớn làm lạnh chậm không hoạt động ổn định rò rỉ nước vật liệu rẻ tiền làm lạnh chậm ồn ào khó chịu quá nóng khi sử dụng vật liệu rẻ tiền thiết kế quá xấu tiêu thụ điện năng cao quạt quay kêu to đóng tuyết nhanh ồn ào khó chịu công suất yếu đóng tuyết nhanh làm mát yếu quạt quay kêu to,1
đóng tuyết nhanh không hoạt động ổn định không làm việc đúng thiết kế quá xấu vật liệu rẻ tiền tiêu thụ điện năng cao quạt quay kêu to đóng tuyết nhanh rò rỉ nước làm lạnh chậm công suất yếu không làm việc đúng quá nóng khi sử dụng máy lọc nước rò rỉ nước không làm việc đúng rò rỉ nước rò rỉ nước ồn ào khó chịu rất thất vọng làm mát yếu ồn ào khó chịu có mùi khó chịu chất lượng quá tệ công suất yếu có mùi khó chịu vật liệu rẻ tiền,1
quạt mạnh số tốc độ không khác biệt lắm,1
quạt chạy êm nhân viên lắp ráp nhiệt tình nhưng giao hàng hơi lâu đặt hàng đến ngày mới có,0
tủ chạy êm giao hàng nhanh,0
làm mát yếu rất thất vọng quá nóng khi sử dụng không đáng tiền hỏng sau vài ngày không đáng tiền rò rỉ nước làm lạnh chậm chất lượng quá tệ làm mát yếu không làm việc đúng ồn ào khó chịu làm lạnh chậm làm mát yếu không hoạt động ổn định rất thất vọng quạt quay kêu to quá nóng khi sử dụng máy lọc nước rất thất vọng không làm việc đúng máy lọc nước làm lạnh chậm,1
chất lượng tốt,0
hỏng sau vài ngày tiêu thụ điện năng cao rò rỉ nước không làm việc đúng không làm việc đúng không hoạt động ổn định tiêu thụ điện năng cao thiết kế quá xấu công suất yếu rò rỉ nước đóng tuyết nhanh,1
không hoạt động ổn định quá nóng khi sử dụng gây tiếng ồn lớn làm mát yếu quạt quay kêu to rất thất vọng gây tiếng ồn lớn quá nóng khi sử dụng dịch vụ bảo hành kém rất thất vọng đóng tuyết nhanh không hoạt động ổn định quạt quay kêu to không hoạt động ổn định có mùi khó chịu không làm việc đúng không hoạt động ổn định,1
máy rất êm chỉ khi bật gió lớn quạt dàn lạnh mới kêu thoi tối ngủ bật chế độ ngủ im ru sao chất lượng,0
sản phẩm tốt tủ làm đá hơi lâu,0
không hoạt động ổn định vật liệu rẻ tiền quạt quay kêu to làm mát yếu làm lạnh chậm không đáng tiền thiết kế quá xấu công suất yếu làm lạnh chậm máy lạnh quá nóng khi sử dụng rò rỉ nước quá nóng khi sử dụng,1
hỏng sau vài ngày rò rỉ nước rò rỉ nước rất thất vọng tiêu thụ điện năng cao quạt quay kêu to rất thất vọng thiết kế quá xấu có mùi khó chịu vật liệu rẻ tiền quá nóng khi sử dụng ồn ào khó chịu hỏng sau vài ngày không hoạt động ổn định công suất yếu quá nóng khi sử dụng chất lượng quá tệ không đáng tiền dịch vụ bảo hành kém,1
tủ lạnh làm lạnh chậm quá nóng khi sử dụng có mùi khó chịu rò rỉ nước tiêu thụ điện năng cao không làm việc đúng tủ lạnh hỏng sau vài ngày có mùi khó chịu quá nóng khi sử dụng,1
tiêu thụ điện năng cao công suất yếu rất thất vọng làm mát yếu gây tiếng ồn lớn ồn ào khó chịu thiết kế quá xấu rò rỉ nước quạt quay kêu to thiết kế quá xấu công suất yếu quạt quay kêu to gây tiếng ồn lớn làm lạnh chậm làm lạnh chậm có mùi khó chịu công suất yếu máy lọc nước vật liệu rẻ tiền hỏng sau vài ngày vật liệu rẻ tiền quá nóng khi sử dụng máy lọc nước máy lọc nước rò rỉ nước quạt quay kêu to rò rỉ nước làm mát yếu làm lạnh chậm,1
rất tốt xài ok tiện lợi còn phải chờ sử dụng thời gian nữa mới biết,0
gây tiếng ồn lớn thiết kế quá xấu không làm việc đúng quá nóng khi sử dụng quá nóng khi sử dụng ồn ào khó chịu hỏng sau vài ngày vật liệu rẻ tiền không hoạt động ổn định không làm việc đúng không đáng tiền có mùi khó chịu quạt mát dịch vụ bảo hành kém có mùi khó chịu chất lượng quá tệ quạt mát,1
bình thường,0
ồn ào khó chịu có mùi khó chịu quạt mát làm lạnh chậm đóng tuyết nhanh dịch vụ bảo hành kém gây tiếng ồn lớn gây tiếng ồn lớn vật liệu rẻ tiền làm lạnh chậm không đáng tiền quạt quay kêu to quá nóng khi sử dụng quạt mát dịch vụ bảo hành kém quá nóng khi sử dụng có mùi khó chịu rò rỉ nước quá nóng khi sử dụng rò rỉ nước rò rỉ nước có mùi khó chịu có mùi khó chịu quạt mát không hoạt động ổn định không làm việc đúng gây tiếng ồn lớn,1
đã mua cái tủ cái cơ quan cái nhà đẹp tiết kiệm điện chạy êm thể tích lớn,0
nhiệt tình thân thiện,0
nhân viên tư vấn va giao hàng nhanh và rất ok,0
không đáng tiền quá nóng khi sử dụng công suất yếu có mùi khó chịu không làm việc đúng rất thất vọng,1
không đáng tiền không hoạt động ổn định máy lọc nước vật liệu rẻ tiền quạt quay kêu to quạt quay kêu to làm mát yếu gây tiếng ồn lớn không hoạt động ổn định không hoạt động ổn định gây tiếng ồn lớn gây tiếng ồn lớn máy lọc nước quạt quay kêu to,1
quá nóng khi sử dụng gây tiếng ồn lớn quá nóng khi sử dụng quá nóng khi sử dụng quạt quay kêu to thiết kế quá xấu làm mát yếu thiết kế quá xấu không hoạt động ổn định không hoạt động ổn định có mùi khó chịu dịch vụ bảo hành kém thiết kế quá xấu ồn ào khó chịu quạt quay kêu to làm lạnh chậm gây tiếng ồn lớn,1
quạt mát không làm việc đúng rò rỉ nước dịch vụ bảo hành kém làm mát yếu làm mát yếu đóng tuyết nhanh không hoạt động ổn định đóng tuyết nhanh dịch vụ bảo hành kém quạt mát rò rỉ nước tiêu thụ điện năng cao làm mát yếu rò rỉ nước có mùi khó chịu chất lượng quá tệ hỏng sau vài ngày chất lượng quá tệ có mùi khó chịu không làm việc đúng chất lượng quá tệ chất lượng quá tệ dịch vụ bảo hành kém,1
máy dùng ổn lọc nước sạch và ngọt thiết kế đẹp,0
làm mát yếu rò rỉ nước làm mát yếu hỏng sau vài ngày thiết kế quá xấu ồn ào khó chịu quạt quay kêu to hỏng sau vài ngày vật liệu rẻ tiền làm mát yếu dịch vụ bảo hành kém dịch vụ bảo hành kém quạt quay kêu to,1
đặt lúc giờ tới làm mãi giờ không thấy gọi báo tới làm điện rồi gần giờ mới tới nhân viên chỉ có người làm mặc đồ thường không mặc quần áo điện máy xanh chắc là bên thứ làm gần giờ gần giờ mới xong quá chậm chắc sẽ không có lần sau mua tại đây,1
quạt mình mới mua bữa t chủ nhật giao lại nhưng sao mở số quá yếu quạt như không quạt,0
tủ cũng đang hoạt động tôt,0
quá nóng khi sử dụng rò rỉ nước tiêu thụ điện năng cao tiêu thụ điện năng cao gây tiếng ồn lớn làm lạnh chậm rò rỉ nước công suất yếu máy lạnh vật liệu rẻ tiền không hoạt động ổn định máy lạnh không làm việc đúng rất thất vọng công suất yếu ồn ào khó chịu quá nóng khi sử dụng không đáng tiền hỏng sau vài ngày tiêu thụ điện năng cao dịch vụ bảo hành kém tiêu thụ điện năng cao rất thất vọng quá nóng khi sử dụng công suất yếu máy lạnh rất thất vọng quạt quay kêu to ồn ào khó chịu,1
vật liệu rẻ tiền có mùi khó chịu đóng tuyết nhanh làm lạnh chậm gây tiếng ồn lớn có mùi khó chịu không đáng tiền không hoạt động ổn định vật liệu rẻ tiền không đáng tiền thiết kế quá xấu chất lượng quá tệ làm mát yếu làm lạnh chậm làm lạnh chậm công suất yếu làm mát yếu làm mát yếu,1
ok lắm,0
đã sử dụng sản phẩm tốt,0
công suất yếu có mùi khó chịu quá nóng khi sử dụng rò rỉ nước không hoạt động ổn định đóng tuyết nhanh vật liệu rẻ tiền vật liệu rẻ tiền chất lượng quá tệ thiết kế quá xấu ồn ào khó chịu làm mát yếu thiết kế quá xấu chất lượng quá tệ hỏng sau vài ngày tủ lạnh đóng tuyết nhanh,1
làm lạnh chậm quạt quay kêu to tiêu thụ điện năng cao không làm việc đúng rất thất vọng quạt quay kêu to không đáng tiền không hoạt động ổn định rất thất vọng tủ lạnh không hoạt động ổn định làm lạnh chậm quạt quay kêu to không hoạt động ổn định thiết kế quá xấu ồn ào khó chịu hỏng sau vài ngày vật liệu rẻ tiền làm lạnh chậm chất lượng quá tệ có mùi khó chịu dịch vụ bảo hành kém tủ lạnh có mùi khó chịu tủ lạnh hỏng sau vài ngày,1
rất tốt phục vụ nhanh chóng,0
đã sử dụng cái thứ,0
công suất mạnh giá ổn áp,0
tiêu thụ điện năng cao ồn ào khó chịu rò rỉ nước không làm việc đúng không đáng tiền đóng tuyết nhanh hỏng sau vài ngày rò rỉ nước tiêu thụ điện năng cao tiêu thụ điện năng cao rất thất vọng chất lượng quá tệ chất lượng quá tệ chất lượng quá tệ công suất yếu không đáng tiền làm lạnh chậm,1
sản phẩm dùng tốt ổn hoạt động êm,0
dịch vụ bảo hành kém không làm việc đúng công suất yếu rất thất vọng dịch vụ bảo hành kém hỏng sau vài ngày dịch vụ bảo hành kém làm mát yếu quạt quay kêu to vật liệu rẻ tiền vật liệu rẻ tiền,1
hỏng sau vài ngày chất lượng quá tệ làm mát yếu dịch vụ bảo hành kém quạt quay kêu to thiết kế quá xấu dịch vụ bảo hành kém đóng tuyết nhanh dịch vụ bảo hành kém tủ lạnh hỏng sau vài ngày gây tiếng ồn lớn rất thất vọng,1
xài ổn nhưng ngăn lạnh cửa bị hít quá khó mở với không biết cách vệ sinh mấy khe rãnh ở ngăn đông nếu được nhờ kỹ thuật hướng dẫn giúp,1
không ai qua được điện máy xanh,1
nhân viên rất nhiệt tình,0
xài cũng ổn,0
bên ngoài nhìn sang hơn,0
đóng tuyết nhanh chất lượng quá tệ thiết kế quá xấu gây tiếng ồn lớn vật liệu rẻ tiền,1
không làm việc đúng chất lượng quá tệ công suất yếu quá nóng khi sử dụng chất lượng quá tệ chất lượng quá tệ quạt mát hỏng sau vài ngày không hoạt động ổn định không làm việc đúng dịch vụ bảo hành kém rò rỉ nước có mùi khó chịu quạt quay kêu to ồn ào khó chịu làm mát yếu làm mát yếu đóng tuyết nhanh,1
khay đá bé ngăn làm mát trên bề mặt nhanh trầy xước,0
quá nóng khi sử dụng rất thất vọng đóng tuyết nhanh dịch vụ bảo hành kém không đáng tiền làm mát yếu ồn ào khó chịu có mùi khó chịu thiết kế quá xấu tiêu thụ điện năng cao tiêu thụ điện năng cao làm lạnh chậm làm mát yếu không hoạt động ổn định ồn ào khó chịu chất lượng quá tệ đóng tuyết nhanh,1
hàng tốt dùng ổn phù hợp giá tiền,0
mọi cái đều ổn nhưng dùng được ngày thì có vẻ có vấn đề về cảm biến nhiệt độ bật độ vẫn lạnh run hơi thất vọng,1
không làm việc đúng làm lạnh chậm chất lượng quá tệ làm mát yếu có mùi khó chịu làm lạnh chậm chất lượng quá tệ làm mát yếu làm mát yếu làm lạnh chậm ồn ào khó chịu vật liệu rẻ tiền tiêu thụ điện năng cao ồn ào khó chịu dịch vụ bảo hành kém công suất yếu tiêu thụ điện năng cao công suất yếu,1
dùng tốt mẫu mã đẹp chức năng dễ sử dụng,0
máy lạnh không đáng tiền không đáng tiền không đáng tiền không làm việc đúng thiết kế quá xấu công suất yếu đóng tuyết nhanh rất thất vọng có mùi khó chịu có mùi khó chịu quạt quay kêu to có mùi khó chịu làm mát yếu dịch vụ bảo hành kém không làm việc đúng có mùi khó chịu dịch vụ bảo hành kém làm lạnh chậm máy lạnh tiêu thụ điện năng cao gây tiếng ồn lớn hỏng sau vài ngày có mùi khó chịu gây tiếng ồn lớn ồn ào khó chịu có mùi khó chịu vật liệu rẻ tiền,1
trước giờ xài kangaro quen rồi lần này xây nhà mới chọn kangaroo cho yên tâm luôn thấy qua trên mạng máy đẹp quá chạy qua điện máy xem rồi mới mua dùng nước rất nóng sáng nào cũng cốc nước nóng êm bụng đã lắm nước lạnh bọn trẻ xài nên không rõ nhưng cũng không thấy phàn nàn gì nói chung rất tốt,1
đóng tuyết nhanh làm mát yếu làm lạnh chậm đóng tuyết nhanh rất thất vọng công suất yếu hỏng sau vài ngày quạt quay kêu to dịch vụ bảo hành kém máy lạnh công suất yếu vật liệu rẻ tiền chất lượng quá tệ thiết kế quá xấu tiêu thụ điện năng cao,1
quạt dùng ok,0
tủ mới mua về quá ồn,0
chân quạt hơi nhẹ nên không vững,1
mua ngày dùng ngày sao kêu re re suốt ngày vậy,0
đóng tuyết nhanh ồn ào khó chịu chất lượng quá tệ chất lượng quá tệ rò rỉ nước công suất yếu ồn ào khó chịu không hoạt động ổn định ồn ào khó chịu đóng tuyết nhanh,1
thiết kế quá xấu không làm việc đúng máy lọc nước máy lọc nước thiết kế quá xấu công suất yếu không hoạt động ổn định không làm việc đúng đóng tuyết nhanh đóng tuyết nhanh chất lượng quá tệ làm mát yếu có mùi khó chịu có mùi khó chịu không làm việc đúng vật liệu rẻ tiền không hoạt động ổn định công suất yếu làm mát yếu rất thất vọng chất lượng quá tệ vật liệu rẻ tiền rất thất vọng ồn ào khó chịu làm mát yếu máy lọc nước đóng tuyết nhanh quạt quay kêu to quạt quay kêu to có mùi khó chịu,1
cần thêm thơ i gian sử dụng để đánh gia kha chưa quan hơn nhưng trc mắt thì dịch vụ giao chăm sóc khách hàng tốt,0
quạt ra sức gió không có mạnh nên mát nhẹ à,0
quạt mạnh mát,0
máy lạnh dùng ổn mát sâu lạnh nhanh,0
có cảm giác quạt mỏng mạnh nhưng ổn,0
chất lượng ok,0
không đáng tiền quạt quay kêu to đóng tuyết nhanh quạt quay kêu to hỏng sau vài ngày rất thất vọng vật liệu rẻ tiền công suất yếu chất lượng quá tệ chất lượng quá tệ quạt mát không hoạt động ổn định tiêu thụ điện năng cao quạt quay kêu to làm mát yếu rò rỉ nước chất lượng quá tệ không hoạt động ổn định rò rỉ nước quạt quay kêu to không hoạt động ổn định,1
quạt ok lắm,0
mẫu đẹp nhỏ gọn rất ưng ý,0
hơi ồn,0
nhân viên nhiệt tình sản phẩm ổn,0
quạt rất mạnh diện tích phòng mình nên gió thổi ngộp luôn phòng to hơn thì sẽ ok lắm,0
ron cửa không khích không ôm tủ lạnh chảy nước không đông đá hiện tại rút điện không cho chạy sợ hao điện,0
sản phẩm tốt êm,0
thiết kế đẹp trải nghiệm và sử dụng gia đình tốt mọi người nên mua mẫu mới nhất này,0
tiêu thụ điện năng cao tiêu thụ điện năng cao làm mát yếu gây tiếng ồn lớn tiêu thụ điện năng cao không hoạt động ổn định hỏng sau vài ngày thiết kế quá xấu không làm việc đúng máy lọc nước quạt quay kêu to làm lạnh chậm gây tiếng ồn lớn quạt quay kêu to thiết kế quá xấu làm mát yếu đóng tuyết nhanh không hoạt động ổn định công suất yếu làm mát yếu công suất yếu làm mát yếu hỏng sau vài ngày đóng tuyết nhanh,1
nói chung là ok tuy mi nh mua cũ nhưng chất lượng thì rất là ok đa ng mua,0
gây tiếng ồn lớn làm lạnh chậm rò rỉ nước không hoạt động ổn định đóng tuyết nhanh thiết kế quá xấu có mùi khó chịu quạt quay kêu to quạt mát quá nóng khi sử dụng thiết kế quá xấu không hoạt động ổn định chất lượng quá tệ công suất yếu gây tiếng ồn lớn làm mát yếu tiêu thụ điện năng cao dịch vụ bảo hành kém chất lượng quá tệ đóng tuyết nhanh công suất yếu thiết kế quá xấu,1
sản phẩm xuất sắc,0
hàng xài ok,0
nước không được ngon cho lắm,1
chất lượng quá tệ đóng tuyết nhanh không hoạt động ổn định thiết kế quá xấu gây tiếng ồn lớn quạt quay kêu to,1
thái độ phục vụ nhiệt tình chuyển hàng nhanh tôi rất hài lòng cảm ơn điện máy xanh nhé,0
không làm việc đúng có mùi khó chịu thiết kế quá xấu không hoạt động ổn định làm mát yếu rất thất vọng rất thất vọng tiêu thụ điện năng cao quạt quay kêu to quạt quay kêu to quạt mát đóng tuyết nhanh quá nóng khi sử dụng vật liệu rẻ tiền dịch vụ bảo hành kém không hoạt động ổn định hỏng sau vài ngày gây tiếng ồn lớn thiết kế quá xấu dịch vụ bảo hành kém quạt quay kêu to làm mát yếu làm mát yếu chất lượng quá tệ,1
quạt senkhông thì khỏi bàn thương hiệu tốt lâu năm quạt nặng chắc máy êm giá rẻ,0
tủ mới mới mua tháng thì đã thay hết như lốc máy quạt nhưng ngăn đông đá cũng đông rất chậm từ giờ đêm giờ sáng ngăn đông vẫn còn nước nay nhân viên theo dõi giờ không mở xin nhấn mạnh không được mở tủ tủ lạnh ở chế độ độ c để đồ ít thì ngăn đông mới đông thất vọng,0
sả phẩm tốt đáng đồng tiền,0
công suất yếu gây tiếng ồn lớn rất thất vọng rất thất vọng rò rỉ nước ồn ào khó chịu có mùi khó chịu đóng tuyết nhanh công suất yếu thiết kế quá xấu gây tiếng ồn lớn quạt quay kêu to,1
qua t xài tốt,0
rất thất vọng vật liệu rẻ tiền không hoạt động ổn định gây tiếng ồn lớn không hoạt động ổn định có mùi khó chịu hỏng sau vài ngày làm lạnh chậm công suất yếu không làm việc đúng không đáng tiền máy lọc nước vật liệu rẻ tiền không làm việc đúng có mùi khó chịu ồn ào khó chịu có mùi khó chịu rò rỉ nước quá nóng khi sử dụng,1
làm mát yếu công suất yếu công suất yếu dịch vụ bảo hành kém không hoạt động ổn định gây tiếng ồn lớn gây tiếng ồn lớn làm lạnh chậm gây tiếng ồn lớn tiêu thụ điện năng cao gây tiếng ồn lớn tủ lạnh tủ lạnh dịch vụ bảo hành kém,1
sp sử dụng tốt,0
quạt êm mát gió nhẹ nhân viên phục vụ nhiệt tình chu đáo cảm ơn điện máy xanh sẽ ủng hộ bên mình dài dài nhoa,0
phần đông đá bị nhỏ gọt nước nhiễu sương lúc không đông thì nhiễu nhiễu đằn sau còn lại tủ hoạt động ok chỉ bị mỗi phần đo mong được hỗ trợ ạ,1
mua quạt dùng được có mấy tháng đã hỏng,1
không hoạt động ổn định công suất yếu không làm việc đúng có mùi khó chịu gây tiếng ồn lớn tiêu thụ điện năng cao hỏng sau vài ngày gây tiếng ồn lớn rò rỉ nước làm mát yếu dịch vụ bảo hành kém làm lạnh chậm quạt quay kêu to không đáng tiền rất thất vọng quạt quay kêu to không làm việc đúng công suất yếu vật liệu rẻ tiền rò rỉ nước quạt quay kêu to đóng tuyết nhanh hỏng sau vài ngày không đáng tiền không hoạt động ổn định hỏng sau vài ngày rò rỉ nước có mùi khó chịu,1
w mạnh lắm lúc mua không nghĩ mạnh như vậy sản phẩm ok nha,0
quá nóng khi sử dụng hỏng sau vài ngày dịch vụ bảo hành kém không hoạt động ổn định làm mát yếu làm lạnh chậm có mùi khó chịu không hoạt động ổn định không đáng tiền vật liệu rẻ tiền rò rỉ nước,1
rất tốt,0
thiết kế quá xấu công suất yếu rất thất vọng có mùi khó chịu đóng tuyết nhanh có mùi khó chịu làm mát yếu tiêu thụ điện năng cao vật liệu rẻ tiền thiết kế quá xấu có mùi khó chịu quạt quay kêu to dịch vụ bảo hành kém vật liệu rẻ tiền quạt quay kêu to có mùi khó chịu hỏng sau vài ngày tiêu thụ điện năng cao ồn ào khó chịu có mùi khó chịu không làm việc đúng,1
quạt mạnh mát hoật động êm ái không quá ồn,1
rò rỉ nước chất lượng quá tệ tiêu thụ điện năng cao gây tiếng ồn lớn chất lượng quá tệ dịch vụ bảo hành kém đóng tuyết nhanh tiêu thụ điện năng cao tủ lạnh rò rỉ nước rất thất vọng rất thất vọng tiêu thụ điện năng cao làm lạnh chậm hỏng sau vài ngày quạt quay kêu to vật liệu rẻ tiền không hoạt động ổn định không đáng tiền dịch vụ bảo hành kém đóng tuyết nhanh,1
lúc lắp đặt không được nhân viên mở van bình chứa nước nên xài tháng thấy nước chảy chậm quá gọi bảo hành lên thì phát hiện ra chưa mở van bình chứa mở van bình chưa lên thì ngày sau hỏng luôn nóng lạnh,1
vật liệu rẻ tiền quạt mát làm lạnh chậm tiêu thụ điện năng cao vật liệu rẻ tiền có mùi khó chịu công suất yếu gây tiếng ồn lớn dịch vụ bảo hành kém dịch vụ bảo hành kém làm mát yếu ồn ào khó chịu dịch vụ bảo hành kém làm lạnh chậm không đáng tiền công suất yếu không làm việc đúng dịch vụ bảo hành kém quạt mát vật liệu rẻ tiền ồn ào khó chịu đóng tuyết nhanh đóng tuyết nhanh gây tiếng ồn lớn dịch vụ bảo hành kém vật liệu rẻ tiền,1
công suất yếu gây tiếng ồn lớn không làm việc đúng dịch vụ bảo hành kém ồn ào khó chịu không đáng tiền chất lượng quá tệ đóng tuyết nhanh không làm việc đúng rất thất vọng không làm việc đúng không hoạt động ổn định hỏng sau vài ngày làm lạnh chậm có mùi khó chịu có mùi khó chịu rất thất vọng ồn ào khó chịu rò rỉ nước rất thất vọng vật liệu rẻ tiền có mùi khó chịu có mùi khó chịu có mùi khó chịu có mùi khó chịu công suất yếu,1
nước uống chất lượng,0
quạt cứng cáp tốc độ gió rất mạnh được giảm giá rất tốt,0
êm và mát,0
bên mình vui lòng liên hệ lại ạ e gọi bảo hành máy mà sđt bảo hành liên tục thông báo bận không lẽ không có giây nào bên mình không nhận điện thoại bảo hành ạ,0
rất thất vọng quá nóng khi sử dụng thiết kế quá xấu dịch vụ bảo hành kém có mùi khó chịu vật liệu rẻ tiền tủ lạnh tiêu thụ điện năng cao vật liệu rẻ tiền không làm việc đúng có mùi khó chịu có mùi khó chịu làm lạnh chậm dịch vụ bảo hành kém ồn ào khó chịu rò rỉ nước dịch vụ bảo hành kém thiết kế quá xấu tủ lạnh quá nóng khi sử dụng thiết kế quá xấu tiêu thụ điện năng cao quạt quay kêu to làm lạnh chậm,1
sản phẩm dùng ổn với giá tiền,0
dịch vụ bảo hành kém vật liệu rẻ tiền làm lạnh chậm có mùi khó chịu hỏng sau vài ngày hỏng sau vài ngày đóng tuyết nhanh vật liệu rẻ tiền rò rỉ nước làm lạnh chậm quạt mát tiêu thụ điện năng cao quạt mát rất thất vọng làm lạnh chậm làm mát yếu tiêu thụ điện năng cao không đáng tiền đóng tuyết nhanh không hoạt động ổn định không hoạt động ổn định đóng tuyết nhanh tiêu thụ điện năng cao chất lượng quá tệ gây tiếng ồn lớn tiêu thụ điện năng cao,1
thiết kế quá xấu đóng tuyết nhanh hỏng sau vài ngày thiết kế quá xấu tiêu thụ điện năng cao vật liệu rẻ tiền ồn ào khó chịu hỏng sau vài ngày không hoạt động ổn định tiêu thụ điện năng cao,1
sản phẩm tốt dùng ổn không biết sau này như nào,1
hàng dùng chất lượng trong giá tiền sẽ mua lần sau,0
chạy êm chia gió điều xoay tốt cứng cáp khớp nối tốt,0
tiêu thụ điện năng cao chất lượng quá tệ không làm việc đúng quá nóng khi sử dụng có mùi khó chịu rò rỉ nước gây tiếng ồn lớn làm lạnh chậm chất lượng quá tệ rò rỉ nước đóng tuyết nhanh dịch vụ bảo hành kém có mùi khó chịu đóng tuyết nhanh làm mát yếu không đáng tiền quá nóng khi sử dụng vật liệu rẻ tiền không hoạt động ổn định quạt quay kêu to làm mát yếu ồn ào khó chịu chất lượng quá tệ thiết kế quá xấu làm mát yếu,1
dùng được hơn tháng rồi hài lòng với sản phẩm điểm trừ hộp làm đá quá nhỏ,0
xài được ok,0
quạt khi hoạt động êm ái ít gây ra tiếng động gió mát dễ chịu,0
máy lạnh rất hiệu quả,0
khuyến cáo mọi người nên tránh xa loại nàytốc độ nước rất chậm ban đầu tính mua loại này về để lấy nước uống và nấu ăn nhưng lấy có ml để uống mà phải đứng chờ mỏi mệt luôn thì không biết lấy l để nấu ăn thì phải đứng đợi bao lâu gọi cho nhân viên xuống kiểm tra thì nhân viên bảo là do hãng sản xuất như vậy nghe rất hài dùng được vài tháng thì nước tắt nước luôn lúc này thì gọi cho hãng rất khó khăn hẹn lui hẹn tới cả chục lần vẫn chưa thấy tới xử lý ngoài ra thì loại này dùng lõi lọc đúc liền khối mỗi lần thay lõi thì phải thay cả bộ chứ không chỉ thay lõi như những loại khác nên cũng sẽ tốn kém hơn,1
làm lạnh chậm quá nóng khi sử dụng đóng tuyết nhanh chất lượng quá tệ đóng tuyết nhanh rò rỉ nước có mùi khó chịu thiết kế quá xấu làm lạnh chậm làm lạnh chậm thiết kế quá xấu gây tiếng ồn lớn quá nóng khi sử dụng,1
tủ lạnh xài bình thường chưa thấy có trục trặc gì,0
tủ lạnh dùng tốt làm lạnh ok sẽ giới thiệu cho bạn bè người thân nếu họ có nhu cầu nha,0
xài thời gian thấy rất ok máy chạy êm ổn định rất hài lòng,0
giao tới đã hư trục,0
may hoat đong em ai khỏng bi on nog lanh tốt,0
tủ lạnh công suất yếu chất lượng quá tệ quạt quay kêu to thiết kế quá xấu không làm việc đúng không đáng tiền quạt quay kêu to thiết kế quá xấu có mùi khó chịu vật liệu rẻ tiền không hoạt động ổn định quạt quay kêu to rất thất vọng làm mát yếu tiêu thụ điện năng cao hỏng sau vài ngày dịch vụ bảo hành kém,1
tốt máy chạy rất êm,0
tiêu thụ điện năng cao tiêu thụ điện năng cao dịch vụ bảo hành kém hỏng sau vài ngày vật liệu rẻ tiền dịch vụ bảo hành kém làm lạnh chậm có mùi khó chịu vật liệu rẻ tiền không hoạt động ổn định không làm việc đúng,1
máy từ lúc mua đến giờ về dùng tốt dễ sử dụng,0
nhân viên nhiệt tình máy quạt chạy êm,0
quạt bị lỗi,1
thiết kế ổn mở số cũng đủ mát rồi quạt chạy cũng êm mở cả ngày mà đầu quạt vẫn mát,0
không hoạt động ổn định quạt quay kêu to làm lạnh chậm dịch vụ bảo hành kém rò rỉ nước vật liệu rẻ tiền tiêu thụ điện năng cao dịch vụ bảo hành kém rất thất vọng tiêu thụ điện năng cao quá nóng khi sử dụng gây tiếng ồn lớn hỏng sau vài ngày,1
rất tuyệt vời,0
